roaster_location,coffee_origin,roast_level,agtron,est_price,review_date,aroma,acidity_structure,body,flavor,aftertaste,with_milk,acidity
"Fort Bragg, California",Ethiopia; Sumatra,Medium-Light,48/78,$14.50/12 ounces,February 2019,9,8,8,9,8,NA,NA
"Kihei, Maui, Hawaii","Lintong growing region, North Sumatra Province, Indonesia",Medium-Light,54/76,$20.99/12 ounces,February 2019,9,9,9,9,9,NA,NA
"Minneapolis, MInnesota",South America,Medium-Dark,42/54,$13.95/12 ounces,February 2019,8,8,9,9,8,NA,NA
"Kihei, Maui, Hawaii","Caldas Department, Colombia",Medium-Light,56/78,$19.00/12 ounces,February 2019,9,8,8,9,8,NA,NA
"Minneapolis, MInnesota",South America,Medium-Dark,42/54,$13.95/12 ounces,February 2019,8,NA,8,8,8,9,NA
"Clark, Wyoming","Yirgacheffe growing region, southern Ethiopia",Medium,42/62,$13.99/12 ounces,February 2019,8,8,9,8,8,NA,NA
"Santa Rosa Beach, Florida","Rustiro District, Western Province, Rwanda",Medium-Light,54/78,$19.95/8 ounces,February 2019,9,9,9,9,8,NA,NA
"Santa Rosa Beach, Florida","Rustiro District, Western Province, Rwanda",Medium-Light,58/80,$19.95/8 ounces,February 2019,8,8,8,9,8,NA,NA
"Plymouth, Massachusetts","Yirgacheffe growing region, southern Ethiopia",Medium-Light,55/77,$18.00/12 ounces,February 2019,9,8,8,9,8,NA,NA
"Lee, Massachusetts","Guji Zone, Oromia Region, southern Ethiopia",Medium-Light,56/80,$13.34/4 ounces,February 2019,9,9,8,9,8,NA,NA
"Boston, Massachusetts","Sidamo (also Sidama) growing region, south-central Ethiopia",Medium-Light,54/78,$19.00/12 ounces,February 2019,9,8,9,9,8,NA,NA
"Portland, Maine","Jimma Zone, Oromia State, Ethiopia",Medium-Light,55/77,$18.00/12 ounces,February 2019,9,8,9,9,8,NA,NA
"Ipswich, Massachusetts","Santa Maria, Colombia",Medium-Light,56/78,NA,February 2019,9,8,8,9,8,NA,NA
"Waterbury Center, Vermont",South-central Kenya,Medium,47/69,$18.00/12 ounces,February 2019,9,9,9,9,8,NA,NA
"Branford, Connecticut","Guji Zone, Oromia Region, southern Ethiopia",Medium-Light,52/76,$19.99/16 ounces,February 2019,9,9,9,9,8,NA,NA
"Bedford, New Hampshire","Arusha Region, northern Tanzania",Medium-Light,55/79,$16.00/12 ounces,February 2019,9,9,9,9,9,NA,NA
"Cambridge, Massachusetts","Jimma Zone, Oromia State, Ethiopia",Medium-Light,54/76,$21.00/12 ounces,February 2019,9,8,8,9,8,NA,NA
"Taipei, Taiwan","Yirgacheffe growing region, southern Ethiopia",Medium-Light,54/78,NT $400/8 ounces,February 2019,8,9,8,9,8,NA,NA
"Holualoa, Hawaii","Holualoa, North Kona growing district, “Big Island” of Hawaii",Medium-Light,52/74,$44.95/8 ounces,February 2019,9,9,9,9,9,NA,NA
"Belmar, New Jersey","Guji Zone, Oromia Region, southern Ethiopia",Medium-Light,50/72,$15.00/8 ounces,February 2019,9,9,9,9,8,NA,NA
"Madison, Wisconsin","Yirgacheffe growing region, southern Ethiopia",Medium-Light,53/75,$18.50/12 ounces,February 2019,9,9,9,9,8,NA,NA
"Taipei, Taiwan","Yirgacheffe growing region, southern Ethiopia",Medium-Light,53/75,NT $450/225 grams,February 2019,9,8,9,9,8,NA,NA
"Madison, Wisconsin","Planadas, southern Tolima growing region, Colombia",Medium-Light,55/77,$15.90/12 ounces,January 2019,8,8,8,8,8,NA,NA
"Bedford, New Hampshire","West Guji Zone, Oromia Region, southeastern Ethiopia",Medium-Light,56/80,$17.00/12 ounces,January 2019,9,8,9,9,8,NA,NA
"Richmond, British Columbia, Canada",Northern Thailand,Medium,46/68,CAD $29.99/32 ounces,January 2019,8,NA,8,8,8,9,NA
"Sacramento, California","Nyeri growing region, south-central Kenya",Medium,48/72,$19.00/12 ounces,January 2019,9,9,9,10,8,NA,NA
"Sacramento, California","Sidamo (also Sidama) growing region, south-central Ethiopia",Medium-Light,55/77,$20.00/12 ounces,January 2019,9,8,9,9,8,NA,NA
"Kaohsiung, Taiwan","Ethiopia, Colombia, Kenya",Medium-Light,51/75,NT $250/16 ounces,January 2019,9,NA,8,9,8,9,NA
"Brooklyn, New York","Santa Bárbara, Honduras",Medium-Light,56/80,$22.00/12 ounces,January 2019,9,9,9,9,8,NA,NA
"Madison, Wisconsin","Kalehe, South Kivu Province, Democratic Republic of the Congo",Medium-Light,56/78,$16.90/12 ounces,January 2019,9,9,9,9,8,NA,NA
"Portland, Oregon","Cerrado Mineiro growing region, Santa Luzia, Brazil",Medium-Light,54/78,$15.00/250 grams,January 2019,9,8,9,9,8,NA,NA
"Portland, Oregon","Santa Bárbara, Honduras",Medium-Light,56/80,$15.00/250 grams,January 2019,9,9,8,9,8,NA,NA
"Minneapolis, MInnesota","Yirgacheffe growing region, south-central Ethiopia",Medium-Light,56/74,$17.95/12 ounces,January 2019,9,9,8,9,8,NA,NA
"San Diego, California","Chiriqui Province, far western Panama",Medium-Light,50/74,$60.00/8 ounces,January 2019,10,8,10,10,9,NA,NA
"Changhua County, Taiwan","Tolima Department, Colombia",Medium-Light,58/80,$15.00/8 ounces,December 2018,9,9,9,9,8,NA,NA
"Minneapolis, MInnesota","Huila, Colombia",Medium-Light,53/77,$12.95/6 ounces,December 2018,9,9,9,9,8,NA,NA
"Albuquerque, New Mexico","Jutiapa Department, Guatemala",Medium-Light,50/72,$10.00/8 ounces,December 2018,8,8,8,9,8,NA,NA
"Mayville, Tennessee","Alaka District, Guji Zone, Oromia region, southern Ethiopia",Medium-Light,56/76,$17.50/12 ounces,December 2018,8,8,8,9,8,NA,NA
"Tulsa, Oklahoma","Guji Zone, southern Ethiopia",Medium-Light,56/77,$15.99/12 ounces,December 2018,9,8,9,9,8,NA,NA
"Yilan, Taiwan","Nyeri growing region, south-central Kenya",Medium-Light,54/76,$16.00/8 ounces,December 2018,9,9,9,9,8,NA,NA
"Tulsa, Oklahoma","São Sebastião de Grama, Brazil",Medium-Light,58/80,$13.99/12 ounces,December 2018,9,8,8,9,8,NA,NA
"Floyd, Virginia","Yirgacheffe growing region, southern Ethiopia",Medium-Light,60/80,$17.99/12 ounces,December 2018,9,9,9,9,8,NA,NA
"Sacramento, California","Antigua growing region, Guatemala",Medium-Light,56/70,$17.50/12 ounces,December 2018,9,8,9,9,8,NA,NA
"Floyd, Virginia","Yirgacheffe growing region, southern Ethiopia",Light,62/82,$17.99/12 ounces,December 2018,9,9,9,9,8,NA,NA
"Sacramento, California","Kirinyaga District, south-central Kenya",Medium,47/64,$20.00/12 ounces,December 2018,9,9,8,9,8,NA,NA
"Madison, Wisconsin","Aceh growing region, Aceh Province, northern Sumatra, Indonesia",Medium-Light,56/76,$16.00/12 ounces,December 2018,9,8,8,9,8,NA,NA
"Portland, Oregon","Nyeri growing region, south-central Kenya",Medium-Light,56/72,$15.00/250 grams,December 2018,9,9,9,9,9,NA,NA
"Chia-Yi, Taiwan","Nyeri growing region, south-central Kenya",Medium-Light,57/79,NT $300/8 ounces,December 2018,9,9,9,9,8,NA,NA
"Chia-Yi, Taiwan","Yirgacheffe growing region, south-central Ethiopia",Medium-Light,57/79,NT $290/8 ounces,December 2018,9,9,9,9,9,NA,NA
"Chia-Yi, Taiwan","Guji Zone, Oromia Region, southern Ethiopia",Medium-Light,57/79,NT $300/8 ounces,December 2018,9,9,9,9,8,NA,NA
"Branford, Connecticut","Piedra Candela, Chiriqui Province, far western Panama",Medium-Light,53/75,$55.00/12 ounces,December 2018,9,8,9,9,8,NA,NA
"Olympia, Washington","Yirgacheffe growing region, Ethiopia",Medium-Light,56/80,$19.50/12 ounces,December 2018,9,8,9,9,8,NA,NA
"Billings, Montana",Ethiopia; Kenya,Medium-Light,54/78,$17.50/12 ounces,December 2018,9,9,8,9,8,NA,NA
"Portland, Maine","Chalatenango, El Salvador",Medium-Light,55/75,$25.00/12 ounces,December 2018,9,8,8,9,8,NA,NA
"Nashville, Tennessee","Guji Zone, Oromia Region, southern Ethiopia",Medium-Light,52/76,$23.00/12 ounces,December 2018,9,8,8,9,8,NA,NA
"Los Angeles, California","Boquete growing region, western Panama",Medium-Light,55/75,$30.00/250 grams,December 2018,9,9,9,10,9,NA,NA
"Kaohsiung City, Taiwan","Sidamo (also Sidama) growing region, south-central Ethiopia",Medium-Light,60/80,$18.00/8 ounces,December 2018,9,9,9,9,9,NA,NA
"Hillsborough, North Carolina","Narino Department, southern Colombia",Medium-Light,54/74,$24.00/6 ounces,December 2018,9,9,9,9,8,NA,NA
"Floyd, Virginia",Ethiopia; Rwanda; Colombia,Medium-Light,54/76,$16.99/12 ounces,December 2018,9,9,9,9,8,NA,NA
"San Diego, California","Piedra Candela, Chiriqui Province, far western Panama",Medium-Light,54/78,$45.00/8 ounces,December 2018,9,9,9,9,8,NA,NA
"Branford, Connecticut","Alto Quiel, Boquete growing region, western Panama",Medium-Light,56/84,$54.00/12 ounces,December 2018,9,9,9,9,8,NA,NA
"Branford, Connecticut","Jaramillo, Boquete growing region, western Panama",Medium-Light,50/75,$39.99/12 ounces,December 2018,9,8,9,9,8,NA,NA
"Branford, Connecticut","Alto Quiel, Boquete growing region, western Panama",Medium-Light,57/79,$39.99/12 ounces,December 2018,9,9,8,9,8,NA,NA
"Kaohsiung City, Taiwan",Ethiopia; Guatemala; Kenya,Medium-Light,55/72,NT $300/8 ounces,December 2018,9,9,8,9,9,NA,NA
"Putnam, Connecticut","Odo Shakiso District, Guji Zone, Oromia region, southern Ethiopia",Medium-Light,53/73,$16.95/12 ounces,November 2018,9,8,9,9,8,NA,NA
"Sacramento, California","Yirgacheffe growing region, southern Ethiopia",Medium-Light,53/73,$19.00/12 ounces,November 2018,8,8,8,9,8,NA,NA
"Empire, Michigan",Not disclosed,Medium,42/64,$9.00/8 ounces,November 2018,8,NA,8,8,8,8,NA
"Los Angeles, California",Colombia,NA,0/0,$10.99/8 single-serve packets,November 2018,7,7,8,8,8,NA,NA
"Chino, California","Huila, Colombia",Medium-Light,54/74,$15.00/12 ounces,November 2018,8,NA,8,8,9,8,NA
"Chino, California","Antioquia, Colombia",Medium,44/60,$16.95/12 ounces,November 2018,8,NA,8,8,7,9,NA
"Chino, California","Santander, Colombia",Medium-Light,51/71,$13.95/12 ounces,November 2018,8,8,8,8,8,NA,NA
"San Diego, California",South-central Kenya,Medium-Light,52/76,$26.00/12 ounces,November 2018,9,9,9,9,8,NA,NA
"Madison, Wisconsin","Santa Ana region, El Salvador",Medium-Light,57/80,$19.50/12 ounces,November 2018,8,9,9,9,8,NA,NA
"San Diego, California","Jimma Zone, Oromia State, Ethiopia",Medium-Light,54/78,#23.00/12 ounces,November 2018,9,8,9,9,8,NA,NA
"Sacramento, California","Poás Volcano region, central Costa Rica",Medium,48/57,$21.50/12 ounces,November 2018,9,NA,8,9,8,8,NA
"Holualoa, Hawaii","Holualoa, North Kona growing district, “Big Island” of Hawaii",Medium,46/64,$44.95/8 ounces,November 2018,9,9,9,10,9,NA,NA
"Lexington, Virginia","Embu County, Eastern Province, Kenya",Medium-Light,54/74,$19.95/12 ounces,November 2018,9,9,9,9,9,NA,NA
"Yilan, Taiwan","Yirgacheffe, Sidamo, Huehuetenango",Medium-Light,52/74,NT $300/227 grams,November 2018,9,NA,9,9,9,9,NA
"Youngstown, Ohio","Embu County, Eastern Province, Kenya",Medium-Light,56/74,$16.25/10 ounces,November 2018,9,9,9,9,8,NA,NA
"Yilan, Taiwan",South-central Kenya,Medium-Light,56/80,NT $600/200 grams,November 2018,9,9,8,9,8,NA,NA
"Yilan, Taiwan","Yirgacheffe growing region, southern Ethiopia",Medium-Light,54/78,NT $500/200 grams,November 2018,9,8,9,9,8,NA,NA
"Lexington, Virginia","Huehuetenango growing region, Guatemala",Medium-Light,53/77,$17.00/12 ounces,November 2018,8,8,8,8,8,NA,NA
"Clark, Wyoming","Ethiopia, Burundi",Medium,47/65,$14.99/12 ounces,November 2018,8,8,8,8,8,NA,NA
"Clark, Wyoming",Africa; Indonesia; South America,Medium,42/62,$13.99/12 ounces,November 2018,8,8,8,8,8,NA,NA
"Boulder, Colorado","Boquete growing region, western Panama",Medium-Light,54/78,$70.00/8 ounces,November 2018,9,9,9,9,9,NA,NA
"Boulder, Colorado","Tarrazu growing region, Costa Rica",Medium-Light,50/76,$45.00/8 ounces,November 2018,9,9,9,9,8,NA,NA
"Hsinchu, Taiwan","Acatenango growing region, Guatemala",Medium-Light,57/77,NT $1450/8 ounces,November 2018,9,9,9,9,9,NA,NA
"San Diego, California","Huehuetenango growing region, Guatemala",Medium-Light,56/78,$21.00/12 ounces,November 2018,9,8,9,9,9,NA,NA
"Redlands, California","Huehuetenango growing region, Guatemala",Medium-Light,55/75,$18.00/12 ounces,November 2018,9,9,8,9,8,NA,NA
"Lee, Massachusetts","Antigua growing region, Guatemala",Medium-Light,56/78,$18.95/12 ounces,November 2018,9,8,9,9,8,NA,NA
"Toronto, Ontario, Canada","La Providencia, Jalapa, Nicaragua",Medium-Light,54/78,CAD $15.00/200 grams,November 2018,9,8,9,9,8,NA,NA
"Chia-Yi, Taiwan","Acatenango, Guatemala",Light,58/84,NT $500/8 ounces,November 2018,9,8,9,9,8,NA,NA
"Floyd, Virginia",El Salvador,Medium-Light,57/77,$19.99/12 ounces,November 2018,9,8,9,9,8,NA,NA
"Yilan, Taiwan","Matagalpa growing region, Nicaragua",Light,58/84,$25.00/8 ounces,November 2018,8,9,9,9,8,NA,NA
"San Rafael, California","Apaneca, Ahuachapán Department, El Salvador",Medium-Light,52/74,$19.50/12 ounces,November 2018,9,8,8,9,8,NA,NA
"Beijing, China","Boquete growing region, western Panama",Light,58/84,$37.00/120 grams,November 2018,8,8,8,9,7,NA,NA
"Maryville, Tennessee",Brazil; Ethiopia,Medium,46/68,$15.00/12 ounces,November 2018,8,NA,8,9,8,9,NA
"Durango, Colorado","Yirgacheffe growing region, southern Ethiopia",Medium,50/70,$16.95/12 ounces,November 2018,9,9,8,9,8,NA,NA
"Santa Cruz, California","Guji Zone, Oromia Region, southern Ethiopia",Medium-Light,52/74,$13.50/10 ounces,November 2018,8,8,8,8,8,NA,NA
"Los Angeles, California","Kirinyaga District, south-central Kenya",Medium-Light,58/80,$19.95/12 ounces,November 2018,9,9,8,9,9,NA,NA
"Poulsbo, Washington","Huehuetenango growing region, Guatemala",Medium,43/63,$12.25/12 ounces,November 2018,9,8,8,9,8,NA,NA
"Carlsbad, California","Guji Zone, Oromia Region, southern Ethiopia",Light,58/84,$18.00/12 ounces,November 2018,8,8,8,9,8,NA,NA
"Carlsbad, California","El Boquerón growing region, El Salvador",Medium-Light,52/74,$17.50/12 ounces,November 2018,8,8,8,9,8,NA,NA
"Hsinchu, Taiwan",Central Yemen,Medium-Light,51/73,NT $2600/227 grams,November 2018,9,8,8,9,8,NA,NA
"Bangkok, Thailand","Chiang Rai Province, northern Thailand",Medium,46/66,$6.00/250 grams,November 2018,8,NA,8,8,8,9,NA
"Bangkok, Thailand","Chiang Rai Province, northern Thailand",Medium,46/68,$6.00/250 grams,November 2018,8,NA,8,8,8,8,NA
"Youngstown, Ohio","Kirinyaga District, south-central Kenya",Medium-Light,57/81,$16.25/10 ounces,October 2018,9,9,9,9,9,NA,NA
"Charlotte, North Carolina","Lake Amatitlán area, south-central Guatemala",Medium-Light,52/72,$15.00/12 ounces,October 2018,9,8,8,9,8,NA,NA
"Boulder, Colorado","Boquete growing region, western Panama",Medium-Light,57/83,$75.00/8 ounces,October 2018,9,9,9,9,9,NA,NA
"Boulder, Colorado","Piedra Candela, Chiriqui Province, far western Panama",Medium-Light,56/76,$45.00/8 ounces,October 2018,9,9,9,10,9,NA,NA
"Lee, Massachusetts",Ethiopia; Papua New Guinea; Guatemala,Medium-Light,50/74,$14.45/12 ounces,October 2018,9,NA,9,9,9,10,NA
"Entebbe, Uganda","Buhoma, southwest Uganda",Medium,47/69,$17.95/16 ounces,October 2018,9,8,8,9,8,NA,NA
"Tequesta, Florida","Llano Bonito, Naranjo, Costa Rica",Medium-Light,54/75,$22.00/12 ounces,October 2018,9,8,8,9,8,NA,NA
"Lee, Massachusetts","Narino Department, southern Colombia",Medium-Light,58/80,$15.45/12 ounces,October 2018,8,8,8,9,8,NA,NA
"Sacramento, California","Antioquia, Colombia",Medium-Light,51/73,$18.50/12 ounces,October 2018,9,8,8,9,8,NA,NA
"Sacramento, California","Huehuetenango growing region, Guatemala",Medium-Light,52/72,$17.50/12 ounces,October 2018,NA,NA,NA,NA,NA,NA,NA
"Madison, Wisconsin","Kirinyaga District, south-central Kenya",Medium-Light,55/75,$19.50/12 ounces,October 2018,9,9,9,9,8,NA,NA
"Sacramento, California","Kirinyaga District, south-central Kenya",Medium-Light,52/74,$19.50/12 ounces,October 2018,9,9,9,9,8,NA,NA
"Madison, Wisconsin",South-central Kenya,Medium-Light,56/75,$19.50/12 ounces,October 2018,9,9,9,9,8,NA,NA
"Boulder, Colorado","Boquete growing region, western Panama",Medium-Light,56/84,$75.00/8 ounces,October 2018,9,9,9,10,9,NA,NA
"Billings, Montana","Kiambu County, south-central Kenya",Medium-Light,53/81,$16.75/12 ounces,October 2018,9,9,9,9,8,NA,NA
"Hamilton, Montana",South-central Kenya,Medium,50/70,$17.00/12 ounces,October 2018,9,9,8,9,8,NA,NA
"Helena, Montana","Bench-Maji Zone, southern Ethiopia",Medium-Light,56/82,$13.50/12 ounces,October 2018,9,9,8,9,8,NA,NA
"Sandpoint, Idaho",South-central Kenya,Medium-Light,51/79,$16.50/12 ounces,October 2018,9,8,9,9,8,NA,NA
"Clark, Wyoming",South-central Kenya,Medium,46/74,$11.95/12 ounces,October 2018,9,8,9,9,8,NA,NA
"Denver, Colorado",South-central Kenya,Medium-Light,50/80,$20.00/12 ounces,October 2018,9,9,8,9,8,NA,NA
"Denver, Colorado",South-central Kenya,Light,56/88,$21.00/12 ounces,October 2018,9,8,8,9,8,NA,NA
"Durango, Colorado","Sidama (also Sidamo) growing region, south-central Ethiopia",Medium-Light,51/73,$16.00/12 ounces,October 2018,9,8,8,9,8,NA,NA
"Durango, Colorado",South-central Kenya,Medium-Light,50/74,$16.95/12 ounces,October 2018,9,8,8,9,8,NA,NA
"Thermopolis, Wyoming","Narino Department, southern Colombia",Medium-Light,53/77,$12.00/12 ounces,October 2018,9,8,8,9,8,NA,NA
"Taoyuan City, Taiwan","Gedeb District, Gedeo Zone, southern Ethiopia",Medium-Dark,40/48,NT $1400/16 ounces,October 2018,9,NA,9,9,9,9,NA
"Taoyuan City, Taiwan","Kirinyaga District, south-central Kenya",Medium-Dark,39/45,NT $1500/16 ounces,October 2018,9,NA,8,9,9,9,NA
"Taichung, Taiwan",Guatemala; Indonesia,Medium,47/57,NT $450/200 grams,October 2018,9,8,9,9,8,NA,NA
"Taoyuan City, Taiwan","Oromia region, southwest Ethiopia",Medium-Dark,40/50,NT $2000/16 ounces,October 2018,9,NA,8,9,8,9,NA
"Chia-Yi, Taiwan","Thika growing region, central Kenya",Medium-Light,53/81,NT $375/8 ounces,October 2018,9,9,9,10,9,NA,NA
"Chia-Yi, Taiwan","Gedeo Zone, Kochere, Ethiopia",Light,56/86,NT $290/8 ounces,October 2018,9,9,9,9,9,NA,NA
"Dubai, United Arab Emirates","Sidama (also Sidamo) growing region, south-central Ethiopia",Medium-Light,55/79,AED $103.95/250 grams,October 2018,9,8,9,9,8,NA,NA
"Hamilton, Montana",South-central Kenya,Medium-Light,56/80,$17.00/12 ounces,October 2018,9,9,8,9,8,NA,NA
"Chicago, Illinois","Limu Woreda, Oromia region, southwest Ethiopia",Medium-Light,54/84,$18.00/12 ounces,October 2018,9,9,8,9,8,NA,NA
"Hamilton, Montana","Sidamo (also Sidama) growing region, south-central Ethiopia",Medium-Light,53/85,$16.00/12 ounces,October 2018,9,8,9,9,8,NA,NA
"Chicago, Illinois","Hambela Wamena District, Guji Zone, Oromia region, southern Ethiopia",Medium-Light,56/82,$18.00/12 ounces,October 2018,9,9,9,9,8,NA,NA
"Hamilton, Montana","Odo Shakiso District, Guji Zone, Oromia region, southern Ethiopia",Medium-Light,56/84,$16.00/12 ounces,October 2018,9,8,9,9,8,NA,NA
"Hamilton, Montana","Huehuetenango, Guatemala",Medium-Light,54/78,$15.00/12 ounces,October 2018,9,8,8,9,8,NA,NA
"Austin, Texas","Gedeb District, Gedeo Zone, southern Ethiopia",Medium-Light,55/79,$18.00/12 ounces,October 2018,9,9,8,9,8,NA,NA
"Billings, Montana","Hambela Wamena District, Guji Zone, Oromia region, southern Ethiopia",Medium-Light,52/80,$17.00/12 ounces,October 2018,9,8,9,9,8,NA,NA
"Billings, Montana",South-central Kenya,Medium-Light,53/79,$17.50/12 ounces,October 2018,9,9,8,9,8,NA,NA
"Albuquerque, New Mexico","Metapan, El Salvador",Medium-Light,50/74,$13.75/12 ounces,October 2018,9,8,8,9,8,NA,NA
"Sacramento, Californiaa","Limu Woreda, Oromia region, southwest Ethiopia",Medium-Light,58/82,$17.50/12 ounces,September 2018,9,9,8,9,8,NA,NA
"Sacamento, California","Kirinyaga District, south-central Kenya",Medium-Light,54/80,$20.50/12 ounces,September 2018,9,9,9,9,8,NA,NA
"Sacramento, California","Sabanilla de Alajuela, Central Valley, Costa Rica",Medium-Light,52/76,$21.00/12 ounces,September 2018,8,8,8,9,7,NA,NA
"Madison, Wisconsin","Yirgacheffe growing region, southern Ethiopia",Medium-Light,56/80,$18.75/12 ounces,September 2018,9,NA,9,9,9,9,NA
"Madison, Wisconsin","Yirgacheffe growing region, southern Ethiopia",Medium-Light,57/81,$18.75/12 ounces,September 2018,9,9,8,9,8,NA,NA
"Madison, Wisconsin","Planadas, Tolima Department, Colombia",Medium-Light,54/78,$15.75/12 ounces,September 2018,8,8,8,9,8,NA,NA
"Lexington, Virginia","Tarime District, Mara Region, Tanzania",Medium-Light,58/82,$14.75/12 ounces,September 2018,9,9,9,9,9,NA,NA
"Lexington, Virginia","Sabanilla de Alajuela, Central Valley, Costa Rica",Light,60/84,$19.95/12 ounces,September 2018,9,8,9,9,8,NA,NA
"Lee, Massachusetts","Horqueta, Chiriquí, Boquete, Panama",Medium-Light,56/84,$13.34/4 ounces,September 2018,9,9,9,10,9,NA,NA
"Lee, Massachusetts","Nyeri growing region, south-central Kenya",Light,58/86,$13.34/4 ounces,September 2018,9,9,9,9,9,NA,NA
"Lee, Massachusetts","Toraja growing region, south-central Sulawesi, Indonesia",Medium-Light,56/80,$13.34/4 ounces,September 2018,9,8,8,9,8,NA,NA
"Boulder, Colorado","Yirgacheffe growing region, southern Ethiopia",Medium-Light,51/74,$18.00/12 ounces,September 2018,9,NA,9,9,8,9,NA
"Boulder, Colorado","Yirgacheffe growing region, southern Ethiopia",Medium-Light,55/80,$18.00/12 ounces,September 2018,9,9,9,9,8,NA,NA
"Chia-Yi, Taiwan","Acatenango growing region, central Guatemala",Medium-Light,52/74,NT $275/8 ounces,September 2018,9,NA,9,9,8,9,NA
"Chia-Yi, Taiwan",Ethiopia; Kenya; Colombia; Nicaragua; Sumatra,Medium-Light,50/74,NT $240/8 ounces,September 2018,9,NA,9,9,8,9,NA
"Shanghai, China",Ethiopia; Colombia; Brazil,Medium,42/68,$15.16/500 grams,September 2018,9,NA,9,9,8,8,NA
"Charlotte, North Carolina","Bahia, Brazil",Medium-Light,48/74,$14.99/12 ounces,September 2018,9,8,8,9,8,NA,NA
"Shanghai, China","Yirgacheffe growing region, southern Ethiopia",Medium-Light,46/76,$22.15/500 grams,September 2018,8,8,8,9,7,NA,NA
"Seattle, Washington",Not disclosed,Light,"NA/NA",$6.99/eight 3.3 gram packets,September 2018,6,7,7,7,6,NA,NA
South Korea,Not disclosed,NA,/,$17.98/thirty 1.6-gram single-serve packets,September 2018,7,3,6,6,4,NA,NA
"Bend, Oregon","Guji Zone, Oromia Region, southern Ethiopia",Light,"NA/NA",$16.00/five 5-gram single-serve packets,September 2018,8,8,8,8,7,NA,NA
"Northfield, Illinois",Not disclosed,Light,"NA/NA",$8.99/8 ounces (226 grams),September 2018,3,3,6,3,3,NA,NA
"Bend, Oregon","Guji Zone, Oromia Region, southern Ethiopia",Light,"NA/NA",$16.00/five 5-gram single-serve packets,September 2018,8,8,7,8,7,NA,NA
"Glendale, California",Not disclosed,Light,"NA/NA",$9.99/7 ounces (198 grams),September 2018,2,1,5,2,3,NA,NA
"Bend, Oregon","Tarrazu growing region, Costa Rica",NA,/,$16.00/five 5-gram single-serve packets,September 2018,7,7,8,8,6,NA,NA
"Philadelphia, Pennsylvania","Oromia Region, southern Ethiopia",Light,"NA/NA",$19.00/six 5-gram packets,September 2018,7,7,7,8,7,NA,NA
"Portland, Maine","Yirgacheffe growing region, southern Ethiopia",Light,"NA/NA",$15.00/six 5-gram single-serve packets,September 2018,8,7,7,7,7,NA,NA
"San Francisco, California","San Ignacio, northern Peru",Light,"NA/NA",$22.00/eight 5-gram tubes,September 2018,7,7,7,7,6,NA,NA
"Kobe, Japan",Not disclosed,NA,/,$16.98/45 grams (approx. 9 servings),September 2018,7,6,7,7,6,NA,NA
"Seattle, Washington",Colombia,Light,"NA/NA",$6.99/eight 3.3 gram packets,September 2018,4,2,6,3,2,NA,NA
"Topeka, Kansas","Palencia, Fraijanes Plateau growing region, central Guatemala",Medium-Light,52/78,$22.50/12 ounces,September 2018,9,9,9,9,9,NA,NA
"Chia-Yi, Taiwan","Yirgacheffe growing region, southern Ethiopia",Medium-Light,57/83,NT $550/16 ounces,September 2018,9,9,8,9,9,NA,NA
"Kaohsiung City, Taiwan","Huehuetenango growing region, Guatemala",Medium,49/64,NT $380/227 grams,August 2018,9,8,8,9,8,NA,NA
"Taipei, Taiwan","Yirgacheffe growing region, southern Ethiopia",Medium,46/72,NT $580/8 ounces,August 2018,9,9,9,9,9,NA,NA
"Lexington, Virginia","Odo Shakiso District, Guji Zone, Oromia Region, southern Ethiopia",Medium-Light,54/78,$18.95/12 ounces,August 2018,9,9,8,9,8,NA,NA
"Sacramento, California","Antoquia, Colombia",Medium,46/72,$18.00/12 ounces,August 2018,9,8,9,9,8,NA,NA
"New Taipei City, Taiwan",Ethiopia; Kenya,Medium-Light,49/74,NT $400/225 gram,August 2018,9,NA,9,9,8,9,NA
"London, England","Boquete growing region, western Panama",NA,/,£50/10 capsules,August 2018,9,NA,8,9,9,9,NA
"London, England","Chapada Diamantina growing region, Bahia State, Brazil",Medium,/58,£45/10 capsules,August 2018,8,NA,8,9,8,9,NA
"Toronto, Ontario, Canada","Bita Genet District, Keffa Zone, southwestern Ethiopia",Medium-Light,56/80,CAD $21.00/12 ounces,August 2018,9,9,9,9,8,NA,NA
"Ramsey, Minnesota","Huehuetenango growing region, Guatemala",Medium-Light,50/72,$11.95/12 ounces,August 2018,9,8,9,9,8,NA,NA
"Paju City (Gyeonggi-do), South Korea","Yirgacheffe growing region, southern Ethiopia",Medium-Light,50/72,"KRW $14,000/200 grams",August 2018,9,8,8,9,8,NA,NA
"San Diego, California","Valle de Cauca Department, Colombia",Light,"NA/NA",$4.65/8.4-ounce can,August 2018,NA,9,8,9,9,9,NA
"Madison, Wisconsin","Kirinyaga District, south-central Kenya",Medium-Light,51/73,$19.50/12 ounces,August 2018,9,NA,9,9,9,9,NA
"Berkeley and Sacramento, California","San Agustín growing region, Huila Department, Colombia",Medium-Light,54/78,$24.00/12 ounces,August 2018,8,NA,8,9,8,9,NA
"Berkeley and Sacramento, California","Huehuetenango growing region, Guatemala",Medium-Light,50/75,$20.00/12 ounces,August 2018,8,9,8,9,8,NA,NA
"Berkeley and Sacramento, California","Nariño Department, Colombia",Medium-Light,56/82,$20.00/12 ounces,August 2018,9,8,8,8,8,NA,NA
