names,brand,score,roaster_location,coffee_origin,roast_level,agtron,est_price,review_date,aroma,acidity_structure,body,flavor,aftertaste,review_text,url,with_milk,acidity
Corvus Coffee Roasters,Tumba Rwanda,93,"Denver, Colorado",Rwanda,Light,58/84,$15.50/12 ounces,May 2018,9,9,9,9,7," Corvus Coffee Roasters  -  Blind Assessment: Resonant, sweet-savory, original. Baker’s chocolate, fragrant fresh-cut cedar, green grape, almond, wisteria in aroma and cup. Roundly tart, sweetly savory in structure; plushly syrupy mouthfeel. Flavor, particularly green grape and flowers, carries into a drying finish.  -  Notes: This exceptional coffee was selected as the No. 26 coffee on Coffee Review’s list of the Top 30 Coffees of 2018. From the Tumba washing station or wet mill operated by Venustre Mugraneza. Produced from trees of the Jackson variety of arabica, a local strain of the admired Bourbon variety. Wet-processed or “washed,” meaning the fruit skin and pulp were removed from the beans immediately after harvesting  Corvus Coffee Roasters is based in Denver, Colorado and specializes in rare and exclusive coffees from some of the finest growers in the world. Corvus particularly focuses on processing methods and selective harvesting, which result in small, seasonal micro-lots of uniquely sweet, vibrant, and clean flavor profiles. For more information, visit www.corvuscoffee.com.  -  The Bottom Line: Lovely expression of the genius of Rwanda coffees: roundly sweet-savory in structure, resonant in aromatics, luxurious in mouthfeel.  - ",https://www.coffeereview.com/review/tumba-rwanda/,NA,NA
Kakalove Cafe,Mandheling Onan Ganjang,94,"Chia-Yi, Taiwan","Lintong growing region, North Sumatra Province, Indonesia",Medium-Light,55/77,NT $550/16 ounces,May 2018,9,9,9,9,8," Kakalove Cafe  -  Blind Assessment: Deeply sweet, richly earth-toned. Dark chocolate, candy cap mushroom, gardenia, black cherry, grapefruit zest in aroma and cup. Balanced, sweet-savory-tart structure with vibrant acidity; full, syrupy mouthfeel. The crisp, flavor-saturated finish centers around sweet fruit and floral notes and an intriguing savory inclination.  -  Notes:  Produced in the Lintong region south of Lake Toba, one of the oldest and arguably the most admired of Sumatra growing regions. Coffees like this one from the northern part of the Indonesian island of Sumatra are valued for their complex earth and fruit notes that appear to result largely from unorthodox fruit removal and drying practices called “wet-hulling.” Kakalove Café is a nano-roaster located in the small city of Chia-Yi in Taiwan that strives to procure and roast the finest quality coffee. Visit www.kakalovecafe.com.tw or email [email protected] for more information.  -  The Bottom Line: A sweet yet umami-leaning Sumatra cup (think candy cap mushroom) with rich fruit and floral tones throughout.  - ",https://www.coffeereview.com/review/mandheling-onan-ganjang/,NA,NA
Amavida Coffee Roasters,Burundi Nemba,93,"Santa Rosa Beach, Florida","Kayanza, Kabuye, Burundi",Medium-Light,58/80,$16.95/12 ounces,May 2018,9,8,9,9,8," Amavida Coffee Roasters  -  Blind Assessment: Delicately rich, vibrantly sweet-savory. Wisteria, chocolate fudge, mango, candied lime zest, allspice in aroma and cup. Sweetly tart in structure; full, velvety mouthfeel. The long finish consolidates to notes of wisteria and allspice.  -  Notes:  Burundi is a small, landlocked country in the Great Lakes region of Central Africa. Most coffee is grown in the mountains of the north, bordering Rwanda. Benefiting from ideal growing conditions and large plantings of local strains of the heirloom Bourbon variety of Arabica, Burundi coffee has an excellent reputation, though it is better known in Europe than in the United States. This is a wet-processed or “washed” coffee, meaning the fruit skin and pulp were removed from the beans immediately after harvesting and before drying. The company name Amavida combines the Spanish words for love and life, reflecting Amavida’s multifaceted commitment to fairness and fine coffee. Visit www.amavida.com or call 850-213-1965 for more information.  -  The Bottom Line: A floral- and spice-toned Burundi cup, simultaneously richly sweet and invitingly savory.  - ",https://www.coffeereview.com/review/burundi-nemba/,NA,NA
Espresso Republic,Static Peru Cajamarca,89,"Chino, California",Peru,Medium-Light,60/75,$12.00/12 ounces,April 2018,8,8,8,8,7," Espresso Republic  -  Blind Assessment: Quietly and delicately crisp. Candied walnut, peach, honeysuckle, cedar, ripe banana in aroma and cup. Gently and sweetly brisk in structure; light, very silky in mouthfeel. Walnut, peach and cedar in particular carry into a sweet though drying finish.
  -  Notes: From Cenfrocafe Cooperative in northern Peru. Espresso Republic, founded in 2010, specializes in sourcing quality coffees and roasting them in small batches for both retail and wholesale customers. Visit www.espressorepublic.com for more information.  -  The Bottom Line: A delicately brisk, sweetly nut-toned variation on the classically gentle Peru profile.  - ",https://www.coffeereview.com/review/static-peru-cajamarca/,NA,NA
Coffee Please,Ethiopia Banko Gotiti Natural,94,"Taipei, Taiwan","Yirgacheffe growing region, south-central Ethiopia",Light,60/84,NT $700/16 ounces,April 2018,9,9,9,9,8," Coffee Please  -  Blind Assessment: High-toned, deeply sweet. Honeysuckle, blackberry, cardamom, tangerine zest, sandalwood in aroma and cup. Sweet-tart structure with vibrant acidity; buoyant, satiny mouthfeel. The flavor-saturated finish leads with rich floral notes and crisply sweet suggestions of mixed berries  -  Notes: Southern Ethiopia coffees like this one are produced from distinctive traditional Ethiopian varieties of Arabica long grown in the region. Like virtually all southern Ethiopia coffees, this coffee is produced by villagers on small garden plots interplanted with food and other subsistence crops. This is a dry-processed or “natural” coffee, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or “washed” coffees. Coffee Please is an artisanal roastery and cafe in Taipei’s Beitou District, famous for the nearby Yangming Mountain hot springs. Visit www.facebook.com/CoffeepleaseTW for more information.  -  The Bottom Line: A brightly sweet, crisply tart natural-processed Ethiopia cup: fruit- and floral-toned with a hint of intriguing cardamom-like spice.  - ",https://www.coffeereview.com/review/ethiopia-banko-gotiti-natural-2/,NA,NA
Amor,Espresso Blend,90,"Bangkok, Thailand",Not disclosed,Medium-Dark,43/54,THB $320/250 grams,April 2018,9,NA,8,8,7," Amor  -  Blind Assessment: Evaluated as espresso. Simple but round, resonantly pungent, balanced. Dark chocolate, cedar, plum, blood orange zest, a hint of anise in aroma and small cup. Smooth, velvety mouthfeel. Flavor consolidates around chocolate and cedar in a sweet though drying finish. Crisp and chocolaty in three parts milk, nuanced by hints of orange zest and anise.  -  Notes: Amor is a food and beverage company based in Bangkok, Thailand. Visit http://amorbangkok.com/Product.html for more information. Email [email protected] to order coffee.  -  The Bottom Line: A darker-roasted espresso in the robust traditional style, pungent with aromatic wood notes rounded and sweetened by dark chocolate suggestions.  - ",https://www.coffeereview.com/review/amor/,8,NA
Red Rooster Coffee Roaster,Flight Seasonal Espresso,93,"Floyd, Virginia",Ethopia; Rwanda; Peru,Medium-Light,58/80,$16.49/12 ounces,April 2018,9,NA,8,9,8," Red Rooster Coffee Roaster  -  Blind Assessment: Evaluated as espresso. Bright, richly sweet-tart. Raspberry jam, hazelnut butter, baker’s chocolate, lilac, a hint of bourbon barrel in aroma and small cup. Lightly creamy mouthfeel; cocoa-toned finish with notes of raspberry jam and hazelnut. Florals return in three parts milk, with big wisteria-like notes in the short and more sweet-tart raspberry jam in the long.  -  Notes: An espresso blend comprised of coffees from Ethiopia, Rwanda and Peru. Established in 2010, Red Rooster is an organic-certified micro-roaster focusing on socially conscious coffee and high-quality coffee. Visit redroostercoffee.com or call 540-745-7338 for more information.  -  The Bottom Line: A brightly lively, complex yet coherent blend of both washed and natural-processed coffees: juicy, sweetly tart, chocolaty and floral-toned, with a hint of appealing sweet ferment.  - ",https://www.coffeereview.com/review/flight-seasonal-espresso-5/,9,NA
Dragonfly Coffee Roasters,Yemen Microlot,96,"Boulder, Colorado",Yemen,Light,58/84,$75.00/8 ounces,April 2018,9,9,9,10,9," Dragonfly Coffee Roasters  -  Blind Assessment: Delicate, high-toned, richly sweet. Caramelized apple, honeysuckle, baker’s chocolate, tangerine zest, frankincense in aroma and cup. Balanced structure with bright, juicy acidity; buoyant, syrupy mouthfeel. The deeply sweet, flavor-laden finish leads with notes of cacao nib and honeysuckle in the short and rich frankincense with hints of bittersweet citrus zest in the long.  -  Notes: This exceptional coffee was selected as the No. 7 coffee on Coffee Review’s list of the Top 30 Coffees of 2018. Although Ethiopia is the botanical home of Coffea Arabica, Yemen introduced the beverage to the rest of the world in the 16th and 17th centuries, and Yemen coffee is still grown from ancient heirloom cultivars of arabica on stone-walled terraces ringing fortress-like mountaintop villages. All Yemen coffees are natural-processed, or dried in the whole fruit. This is a particularly refined, elegant example of the this ancient style. Dragonfly Coffee is a Boulder, Colorado-based micro-roaster that produces high-quality coffees and supports worthy causes. Visit www.dragonflycoffeeroasters.com or call 303-579-2154 for more information.  -  The Bottom Line: A stunningly balanced, bright, flavor-saturated Yemen cup characterized by rich fruit and cocoa-toned floral notes throughout.  - ",https://www.coffeereview.com/review/yemen-microlot/,NA,NA
Dragonfly Coffee Roasters,Lycello by Ninety Plus,95,"Boulder, Colorado","Chiriqui Province, far western Panama",Medium-Light,54/78,$75.00/8 ounces,April 2018,9,9,9,9,9," Dragonfly Coffee Roasters  -  Blind Assessment: Sweetly spice-toned, deeply rich. Bergamot, almond, fresh parsley, gardenia, oak in aroma and cup. Crisply sweet, softly tart in structure; plush, full mouthfeel. The rich, resonant finish carries over all the notes from the cup, a nut-toned bergamot in particular.  -  Notes: Produced from trees of the rare Ethiopia-derived botanical variety, Gesha. With its generally elongated beans and distinctive floral and crisp, often chocolaty cup, the Gesha variety continues to distinguish itself as one of the world’s most unique coffees. This is a wet-processed or “washed” version, meaning the fruit skin and pulp were removed from the beans immediately after harvesting and before drying. It was produced by boutique exporter/importer Ninety Plus Coffee. Dragonfly Coffee is a Boulder, Colorado-based micro-roaster that produces high-quality coffees and supports worthy causes. Visit www.dragonflycoffeeroasters.com or call 303-579-2154 for more information.  -  The Bottom Line: Complete: suave, flavor-saturated, big-bodied, sweetly and gracefully bright.  - ",https://www.coffeereview.com/review/lycello-ninety-plus/,NA,NA
Dragonfly Coffee Roasters,Lotus by Ninety Plus,95,"Boulder, Colorado","Chiriqui Province, far western Panama",Medium-Light,52/72,$145.00/8 ounces,April 2018,9,9,9,9,9," Dragonfly Coffee Roasters  -  Blind Assessment: Wildly, disconcertingly original. Sweetly tart, simultaneously fruit- and earth-toned, bright yet lush. Fresh clover, earth, fresh-pressed red grape juice, dark chocolate, white peppercorn in aroma and cup. Juicy sweet yet zesty and savory in structure. Full, syrupy mouthfeel. The finish is resonant and intensely flavor-saturated.   -  Notes: Produced from trees of the rare Ethiopia-derived botanical variety Gesha. With its generally elongated beans and distinctive floral and crisp, often chocolaty cup, the Gesha variety continues to distinguish itself as one of the world’s most unique coffees. This is a particularly refined dried-in-the-fruit or natural presentation of the Gesha variety developed by boutique exporter/importer Ninety Plus Coffee. Dragonfly Coffee is a Boulder, Colorado-based micro-roaster that produces high-quality coffees and supports worthy causes. Visit www.dragonflycoffeeroasters.com or call 303-579-2154 for more information.  -  The Bottom Line: For well-heeled coffee adventurers, a coffee so original it is difficult to categorize. It provokes a tremendous range of sensory association that situates it on the frontier of coffee expression, hovering somewhere between disturbing and extraordinary.  - ",https://www.coffeereview.com/review/lotus-ninety-plus/,NA,NA
Peri Coffee,Guji Allona Ethiopia Natural,93,"Altadena, California","Guji Zone, Oromia Region, south-central Ethiopia",Medium-Light,54/78,$19.50/12 ounces,April 2018,9,9,8,9,8," Peri Coffee  -  Blind Assessment: Crisply sweet, fruit-toned. Blackberry, baker’s chocolate, freesia, hazelnut, cedar in aroma and cup. Sweet-tart structure with bright acidity; velvety-textured, crisp mouthfeel. The cocoa-toned finish has a berry throughline, enveloped by spicy floral notes.  -  Notes: This coffee tied for the third-highest rating in a cupping of coffees roasted by women for Coffee Review‘s April 2018 tasting report. Southern Ethiopia coffees like this one are produced from distinctive traditional Ethiopian varieties of Arabica long grown in the region. This is a dry-processed or “natural” coffee, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or “washed” coffees. Founded in 2014 by Ingin Kim, an investor in the boutique coffee producer Ninety Plus, Peri Coffee is a nano-roaster based in Altadena, California. Visit www.pericoffee.com for more information.  -  The Bottom Line: A classic natural-processed Ethiopia cup with clean berry notes, chocolate suggestions, and hints of sweetly spicy florals.  -  This review originally appeared in the April, 2018 tasting report: Women in Coffee: Why It Matters That ""She's the Roaster""  - ",https://www.coffeereview.com/review/guji-allona-ethiopia-natural/,NA,NA
Montana Coffee Traders,Monteverde Costa Rica,93,"Whitefish, Montana","Monteverde, Costa Rica",Medium-Light,47/77,$12.60/12 ounces,April 2018,9,8,9,9,8," Montana Coffee Traders  -  Blind Assessment: Deeply rich, sweetly roast-toned. Dark chocolate, raisin, molasses, cedar, a hint of cinnamon in aroma and cup. Sweet in structure with gentle, rounded acidity. The finish is chocolate through and through, with raisin in the short and aromatic wood notes resurfacing in the long.  -  Notes: This coffee tied for the third-highest rating in a cupping of coffees roasted by women for Coffee Review‘s April 2018 tasting report. Produced from trees of the Caturra, Catuai and CR 95 varieties of Arabica in partnership with Cafe Monteverde in order to benefit conservation, education, and social programs in and around the Monteverde Cloud Forest of Costa Rica. Since 1981 Montana Coffee Traders has been roasting fine coffees in an old farmhouse at 3,000 feet above sea level. Visit www.coffeetraders.com or call 406-862-7633 for more information.  -  The Bottom Line: A rich, chocolate- and raisin-toned Costa Rica cup, ideal for those who prefer a medium-dark roast.  -  This review originally appeared in the April, 2018 tasting report: Women in Coffee: Why It Matters That ""She's the Roaster""  - ",https://www.coffeereview.com/review/monteverde-costa-rica/,NA,NA
Moore Coffee,Kenya Nyeri Gatugi Peaberry,94,"Ventura, California","Nyeri growing region, south-central Kenya",Medium,45/75,$17.95/12 ounces,April 2018,9,9,9,9,8," Moore Coffee  -  Blind Assessment:  Richly sweet-savory, roast-cradled. Toasted coconut, black currant, tamari-roasted almond, myrrh, lavender in aroma and cup. Sweetly savory in structure with balanced, juicy acidity; buoyant, syrupy mouthfeel. The richly drying finish consolidates to notes of lavender and tamari-roasted almond.
  -  Notes: This exceptional coffee was selected as the No. 10 coffee on Coffee Review’s list of the Top 30 Coffees of 2018. This coffee tied for the second-highest rating in a cupping of coffees roasted by women for Coffee Review‘s April 2018 tasting report. Despite grower discontent and urban encroachment on prime coffee lands, Kenya continues to produce some of the world’s most elegant and distinctive coffees. Moore Coffee is a roast-to-order artisan coffee roasting company with a well-developed Internet business and wholesale accounts. Visit www.moorecoffee.com or call 800-994-8060 for more information.  -  The Bottom Line: A deftly darker-roasted coffee with notes of toasted coconut and savory almond alongside spicy florals: a pleasingly old-school presentation of the classic Kenya cup.  -  This review originally appeared in the April, 2018 tasting report: Women in Coffee: Why It Matters That ""She's the Roaster""  - ",https://www.coffeereview.com/review/kenya-nyeri-gatugi-peaberry/,NA,NA
Hula Daddy Kona Coffee,Karen J Red Bourbon,94,"Holualoa, Hawaii","Holualoa, North Kona growing district, “Big Island” of Hawaii",Medium-Light,58/80,$45.95/8 ounces,April 2018,9,9,9,9,8," Hula Daddy Kona Coffee  -  Blind Assessment: Rich-toned, subtly complex. Pineapple, sandalwood, jasmine, honey, cocoa in aroma and cup. Deeply sweet in structure with juicy acidity; plush, syrupy mouthfeel. The resonant finish leads with cocoa-toned pineapple in the short, rounding to jasmine in the long.
  -  Notes: Produced entirely from trees of the Red Bourbon variety of Arabica and grown on Hula Daddy’s higher farm at 2,500 feet. This presentation is named for co-owner Karen Paterson, whose middle name is Jue and whose favorite coffee is the Red Bourbon. This coffee tied for the second-highest rating in a cupping of coffees roasted by women for Coffee Review‘s April 2018 tasting report. Hula Daddy is a boutique coffee producer with farms at the 1,400 and 2,500 foot levels of the Mount Hualalai volcano near the northern end of the Kona growing district, five minutes above the town of Kailua-Kona. This coffee was produced at the higher elevation Hula Daddy farm. Visit www.huladaddy.com or call 888-553-2339 for more information.  -  The Bottom Line: A complexly nuanced Kona-grown Red Bourbon, rife with sweet fruit and floral notes supported by undertones of rich sandalwood.  -  This review originally appeared in the April, 2018 tasting report: Women in Coffee: Why It Matters That ""She's the Roaster""  - ",https://www.coffeereview.com/review/karen-j-red-bourbon/,NA,NA
Argyle Coffee Roasters,Ethiopia Yirgacheffe Koke,93,"Fort Lauderdale, Florida","Yirgacheffe growing region, southern Ethiopia",Medium-Light,58/82,$18.00/12 ounces,April 2018,9,8,9,9,8," Argyle Coffee Roasters  -  Blind Assessment: Multi-layered, intricate. Raspberry, chocolate fudge, lavender, vanilla, rum cordial in aroma and cup. Sweetly tart in structure with fruit-toned acidity; lightly syrupy mouthfeel. The finish is crisp and richly drying, with notes of chocolate and lavender in the short and fruit-infused rum in the long.  -  Notes: This coffee tied for the third-highest rating in a cupping of coffees roasted by women for Coffee Review‘s April 2018 tasting report. Yirgacheffe is a coffee region in southern Ethiopia that produces distinctive coffees from traditional varieties of Arabica long grown in the region. This is a “natural” or dry-processed version, meaning the beans were dried inside the fruit, encouraging a flavor profile that is less predictable and deeper than the more familiar wet-processed floral- and citrus-toned Yirgacheffe profile. Argyle Coffee Roasters aims to provide people the opportunity to drink better coffee through education, outreach, and creating connections. Visit www.argylecoffeeroasters.com for more information.  -  The Bottom Line: An elegant natural-processed Yirgacheffe cup, complex with rich fruit and chocolate throughout.  -  This review originally appeared in the April, 2018 tasting report: Women in Coffee: Why It Matters That ""She's the Roaster""  - ",https://www.coffeereview.com/review/ethiopia-yirgacheffe-koke-2/,NA,NA
Rusty's Hawaiian Coffee,Ka’u Oro Yeast Typica,93,"Pahala, Hawaii","Ka'u growing region, Big Island of Hawaii",Medium-Light,56/78,$28.00/8 ounces,April 2018,9,8,9,9,8," Rusty's Hawaiian Coffee  -  Blind Assessment: Deeply sweet, richly savory. Lemongrass, graham cracker, sassafras, roasted cacao nib, jasmine in aroma and cup. Sweet-savory structure, with round acidity; satiny-smooth mouthfeel. The short finish is resonant with notes of lemongrass and jasmine, rounding to cocoa and graham cracker in the long.  -  Notes: This coffee tied for the third-highest rating in a cupping of coffees roasted by women for Coffee Review‘s April 2018 tasting report. Ka’u is a newly emerged Hawaii coffee-growing district centered approximately 30 miles southeast of the famous Kona region. This coffee combines two small lots of the Typica variety that were processed using variations on the wet or “washed” method, one of which involved applying a yeast especially designed for coffee during the fermentation step (the Oro brand yeast developed by Lalcafe). This 100% Ka’u coffee was developed by Lorie Obra of Rusty’s, one of Ka’u’s best-known and most celebrated farms. Obra meticulously picks, processes and roasts her coffees using traditional methods and artisan attention. Visit www.rustyshawaiian.com or call 808-928-8916 for more information.  -  The Bottom Line: Innovative practices during the ferment step of fruit removal appear to have encouraged intensified aromatic originality and depth in this traditional Big Island Typica. Floral, richly herb-toned, deeply sweet.  -  This review originally appeared in the April, 2018 tasting report: Women in Coffee: Why It Matters That ""She's the Roaster""  - ",https://www.coffeereview.com/review/kau-oro-yeast-typica/,NA,NA
Bluebeard Coffee Roasters,Gedeb Yirgacheffe Ethiopia,93,"Tacoma, Washington","Gedeb District, Gedeo Zone, southern Ethiopia",Medium-Light,52/74,$17.00/12 ounces,April 2018,9,8,9,9,8," Bluebeard Coffee Roasters  -  Blind Assessment: Crisp, balanced, richly sweet. Maple syrup, apricot, hop flowers, nougat, roasted cacao nib in aroma and cup. Sweet-savory structure with lively acidity; full, satiny mouthfeel. Notes of maple syrup and apricot pleasantly dominate the finish, with enticing hints of bittersweet, hop-like florals.  -  Notes: This coffee tied for the third-highest rating in a cupping of coffees roasted by women for Coffee Review‘s April 2018 tasting report. Southern Ethiopia coffees like this one are produced from traditional Ethiopian varieties of Arabica long grown in the region. This is a wet-processed or “washed” coffee, meaning the fruit skin and pulp were removed from the beans immediately after harvesting and before drying. Bluebeard Coffee Roasters’ motto is “The Perfect Medium.” The Tacoma, Washington-based company aims at roasting deep enough to develop sweetness and depth, light enough to leave each coffees’ subtleties intact. Visit www.bluebeardcoffee.com for more information.  -  The Bottom Line: A dynamic Ethiopia cup with high-toned fruit notes and bittersweet florals, all enveloped in crisp cocoa.  -  This review originally appeared in the April, 2018 tasting report: Women in Coffee: Why It Matters That ""She's the Roaster""  - ",https://www.coffeereview.com/review/gedeb-yirgacheffe-ethiopia/,NA,NA
Red Rooster Coffee Roaster,Ethiopia Worka Natural,93,"Floyd, Virginia","Yirgacheffe growing region, southern Ethiopia",Medium-Light,60/80,$16.49/12 ounces,April 2018,9,8,9,9,8," Red Rooster Coffee Roaster  -  Blind Assessment: Richly sweet, fruit-toned. Raspberry jam, almond butter, rhododendron-like flowers, grappa, cocoa powder in aroma and cup. Sweet-tart structure with fruit-forward acidity; plush, syrupy mouthfeel. The finish consolidates around deep raspberry and cocoa notes, with a heady hint of sweet ferment.  -  Notes: This coffee tied for the third-highest rating in a cupping of coffees roasted by women for Coffee Review‘s April 2018 tasting report. Yirgacheffe is a coffee region in southern Ethiopia that produces distinctive coffees from traditional varieties of Arabica long grown in the region. This is a “natural” or dry-processed version, meaning the beans were dried inside the fruit, encouraging a flavor profile that is rounder and lower-toned than the more familiar wet-processed floral- and citrus-toned Yirgacheffe profile. This coffee is certified organically grown and Fair Trade certified, meaning it was purchased at a “fair” or economically sustainable price. Worka is one of twenty-two primary cooperatives located in the Gedeo Zone of Southern Ethiopia organized as the Yirgacheffe Farmers Union. Established in 2010, Red Rooster is an organic-certified micro-roaster focusing on socially conscious coffee and high-quality coffee. Visit redroostercoffee.com or call 540-745-7338 for more information.  -  The Bottom Line: A natural-processed Ethiopia cup with sweetly jammy fruit character, balanced by cocoa suggestions.  -  This review originally appeared in the April, 2018 tasting report: Women in Coffee: Why It Matters That ""She's the Roaster""  - ",https://www.coffeereview.com/review/ethiopia-worka-natural-3/,NA,NA
Paradise Roasters,Ecuador Pichincha Typica,93,"Ramsey, Minnesota","Pichincha growing region, northern Ecuador",Medium-Light,55/77,$13.95/8 ounces,April 2018,9,9,8,9,8," Paradise Roasters  -  Blind Assessment: Delicate, intricately sweet. Dried mango, roasted cacao nib, honeysuckle, freesia-like flowers, a hint of cumin in aroma and cup. Deeply rich, balanced  structure; crisp, satiny mouthfeel. The finish is animated by lively mango and freesia notes in the short, quieting to cocoa-toned honeysuckle in the long.  -  Notes: This exceptional coffee was selected as the No. 28 coffee on Coffee Review’s list of the Top 30 Coffees of 2018. This coffee tied for the third-highest rating in a cupping of coffees roasted by women for Coffee Review‘s April 2018 tasting report. Produced entirely from the Typica Mejorado variety of Arabica in the Pichincha region of Ecuador, bordering Colombia. Paradise Roasters specializes in micro-lot Arabica and Robusta coffees from Asia and other emerging origins. The company prides itself on quality and freshness, craft-roasting coffees in small batches only after orders are placed. Visit www.paradiseroasters.com or call 763-433-0626 for more information.  -  The Bottom Line: A nuanced Typica from Ecuador: balanced, quietly complex, richly sweet.  -  This review originally appeared in the April, 2018 tasting report: Women in Coffee: Why It Matters That ""She's the Roaster""  - ",https://www.coffeereview.com/review/ecuador-pichincha-typica/,NA,NA
Greater Goods Coffee Roasters,Kenya Ndnunduri,93,"Austin, Texas","Kiambu County, south-central Kenya",Medium-Light,54/78,$17.00/12 ounces,April 2018,9,8,9,9,8," Greater Goods Coffee Roasters  -  Blind Assessment: Richly sweet, spice-toned. Black currant, molasses, amber oil, allspice, wisteria-like flowers in aroma and cup. Deeply sweet structure; smooth, rounded acidity. The finish displays an unusual sweetly musky quality suggesting amber oil, complicated by black currant and wisteria.   -  Notes: This coffee tied for the third-highest rating in a cupping of coffees roasted by women for Coffee Review‘s April 2018 tasting report. Produced from trees of the SL28 and SL43 varieties of Arabica and processed at the Ndunduri washing station, which supports roughtly 700 member farmers. Despite challenges ranging from unclear government coffee policy and urban encroachment on prime coffee lands to chronically unstable weather, the famed Kenya coffee auction system and its participating cooperatives continue to produce some of the world’s most elegant and distinctive coffees. Founded in 2015, the Greater Goods mission is to enrich the lives of coffee-drinkers through passion, creativity, innovation and commitment to the consistency of the specialty coffee the company roasts, and through the local causes supported with its proceeds. Visit greatergoodsroasting.com or call 512-858-2680 for more information.  -  The Bottom Line: A spice-toned and fruit-laden Kenya cup, distinguished by perfumy, amber-like suggestions throughout.  -  This review originally appeared in the April, 2018 tasting report: Women in Coffee: Why It Matters That ""She's the Roaster""  - ",https://www.coffeereview.com/review/kenya-ndnunduri/,NA,NA
Tico Coffee Roasters,Ethiopia Gedeb Gotiti,93,"Campbell, California","Gedeb District, Gedeo Zone, southern Ethiopia",Light,58/84,$20.00/12 ounces,April 2018,9,9,8,9,8," Tico Coffee Roasters  -  Blind Assessment: High-toned, richly sweet-savory. Mango, honey, lemongrass, oak, narcissus in aroma and cup. Balanced, sweetly savory structure with lively acidity; crisp though velvety mouthfeel. The sweetly herb-toned finish is redolent of lemongrass, supported by mango, honey and a hint of oak.  -  Notes: This coffee tied for the third-highest rating in a cupping of coffees roasted by women for Coffee Review‘s April 2018 tasting report. Produced by the METAD farm and mill in southern Ethiopia. Southern Ethiopia produces distinctive coffees from traditional varieties of Arabica long grown in the region. Coffees like this one processed by the wet or washed method (fruit skin and pulp is removed before drying) typically express great aromatic complexity and intensity with a particular emphasis on citrus and floral notes. Certifed USDA organic. Tico Coffee’s co-founder Mariana Faerron is from Costa Rica, and the word “Tico” refers to a Costa Rica native. The company she created with her husband Thomas specializes in direct trade coffees from small farms all over the world. Visit www.ticoroasters.com for more information.  -  The Bottom Line: A crisp, high-toned Ethiopia coffee with rich fruit and sweet herb notes, next to deep evocations of honey.  -  This review originally appeared in the April, 2018 tasting report: Women in Coffee: Why It Matters That ""She's the Roaster""  - ",https://www.coffeereview.com/review/ethiopia-gedeb-gotiti/,NA,NA
Equator Coffees & Teas,Yemen Port of Mokha Al-Durrar,94,"San Rafael, California","Al-Durrar, Sana’a Governorate, Yemen",Medium-Light,50/76,$30.50/4 ounces,April 2018,9,8,9,9,9," Equator Coffees & Teas  -  Blind Assessment: Intensely rich, sweetly savory. Dried raspberry, aged rum, paprika, pipe tobacco, wisteria-like flowers in aroma and cup. Sweet-savory in structure with gentle acidity; full, velvety mouthfeel. The flavor-saturated finish fulfills the promise of the cup, carrying over each of the distinct fruit, earth, spice and chocolate notes, together with a hint of sweet ferment suggesting aged rum.  -  Notes: This coffee tied for the second-highest rating in a cupping of coffees roasted by women for Coffee Review‘s April 2018 tasting report. Although Ethiopia is the botanical home of Coffea arabica, Yemen introduced the beverage to the rest of the world in the 16th and 17th centuries, and Yemeni coffee is still grown from ancient heirloom cultivars of Arabica on stone-walled terraces ringing fortress-like mountaintop villages. All Yemen coffees are natural-processed, i.e., dried in the whole fruit. Imported by Mokhtar Alkhanshali of Port of Mokha Coffee, who has worked with farmers to improve their harvesting and drying procedures, and who selects and meticulously transports microlots like this one to the U.S. Founded in 1995, Equator Coffees & Teas is a women-owned wholesale coffee roasting company that focuses on sustainability in coffee-sourcing and business practices. Visit www.equatorcoffees.com or call 800-809-7687 for more information.  -  The Bottom Line: A gorgeous Yemen coffee that rewards the observant drinker with layers of nuance that unfold with patience, touching all the notes: fruit, earth, chocolate, spice.  -  This review originally appeared in the April, 2018 tasting report: Women in Coffee: Why It Matters That ""She's the Roaster""  - ",https://www.coffeereview.com/review/yemen-port-of-mokha-al-durrar/,NA,NA
