,score,roaster,title,Roaster Location,Coffee Origin,Roast Level,Agtron,Est. Price,blind_assessment,notes,bottom_line
0,92,Revel Coffee,Kenya AA Karamundi,"Billings, Montana","Nyeri growing region, south-central Kenya",Medium-Light,51/75,$15.50/12 ounces,"Delicate, sweetly tart. Roasted cacao nib, honeysuckle, tamarind, spearmint, plum in aroma and cup. Balanced structure with brisk acidity; crisp, satiny mouthfeel. Bittersweet in the short finish and sweetly wood-framed in the long.","Produced by approximately 980 members of the Baragwi Farmers Cooperative Society from the SL28, SL34, Ruiru 11 and Batian varieties of Arabica. Despite grower discontent, contested government coffee policy and urban encroachment on prime coffee lands, the famed Kenya coffee auction system and its participating cooperatives continue to produce some of the world’s most elegant and distinctive coffees. Revel Coffee is a micro-roaster located in Billings, Montana. Its motto: “Quality is paramount—a difference you can revel in.” "," A cocoa-toned Kenya cup with notes of stone fruit and sweet florals and the added intrigue of a tart, tamarind-like edge."
0,93,Chocolate Fish Coffee Roasters,Finca San Luis Colombia Espresso,"Sacramento, California","Tolima Department, center-west Colombia",Medium-Light,58/74,$17.50/12 ounces,"Evaluated as espresso. Sweet-savory, intense, balanced. Spicy-toned flowers, tangerine zest, red berries, cedar, dark chocolate, roasted cashew in aroma and small cup. Syrupy but buoyant mouthfeel. Flowers, chocolate and citrus all carry into a resonant though slightly drying finish. Gently and sweetly citrusy in three parts milk, with a continued backgrounded chocolate and nut. ","Produced by Omar Arango in the Tolima Department of Colombia from trees of the respected Caturra and Catuai varieties of Arabica. This is a wet-processed or “washed” coffee, meaning the fruit skin and pulp were removed from the beans immediately after harvesting and before drying. Chocolate Fish is a distinguished New-Zealand-inspired micro-roaster based in Sacramento California, focused on the best in both quality and integrity. Visit www.chocolatefishcoffee.com or call 916-451-5181 for more information.", A quietly zesty straight shot nicely rounded and deepened with chocolate and nut. All carry nicely into cappuccino-scaled milk.
0,94,Kakalove Cafe,Ethiopia Biftu Gundina Coop Espresso,"Chia-Yi, Taiwan","Agaro District, Jimma Zone, west-central Ethiopia",Medium-Dark,42/57,NT $550/16 ounces,"Evaluated as espresso. Rich, deeply roast-toned. Dark-chocolate, ripe pear, scorched sandalwood, tangerine zest, honeysuckle-like flowers in aroma and small cup. Syrupy, plump mouthfeel; resonant finish is dry but alive with aromatics: dark chocolate, sandalwood, hints of flowers and tangerine. Dry but deep, chocolaty and nuanced in three parts milk.","Produced by about 150 small-holding farmers of the remote Biftu Gundina Cooperative. Ethiopia coffees like this one are produced from distinctive traditional Ethiopian varieties of Arabica long grown in their regions. Produced by villagers on small garden plots interplanted with food and other subsistence crops. This is a dry-processed or “natural” coffee, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or “washed” coffees. Kakalove Café is a nano-roaster located in the small city of Chia-Yi in Taiwan that strives to procure and roast the finest quality coffee. Visit"," A fine darker roasted espresso: The scorched wood notes are lively and aromatic, the chocolate pleasingly bittersweet; hints of zesty citrus and sweet flowers maintain vivacity."
0,93,Kakalove Cafe,Ethiopia Natural Sidamo Papilio,"Chia-Yi, Taiwan","Sidamo (also Sidama) growing region, south-central Ethiopia",Light,60/84,NT $600/16 ounces,"Delicate but richly intricate. Cocoa, almond paste, lemon verbena, hints of lily and grappa-like spirits in aroma and cup. Savory-sweet and brisk, though juicy in structure. Very lightly syrupy in mouthfeel. The finish is deeply savory-sweet and crisply flavor-saturated. ","Southern Ethiopia coffees like this one are produced from distinctive traditional Ethiopian varieties of Arabica long grown in the region. Like virtually all southern Ethiopia coffees, this coffee is produced by villagers on small garden plots interplanted with food and other subsistence crops. This is a dry-processed or “natural” version, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or “washed” coffees. Kakalove Café is a nano-roaster located in the small city of Chia-Yi in Taiwan that strives to procure and roast the finest quality coffee. Visit"," An unusual and engaging natural-processed Ethiopia: crisp, sweet-savory, complex and original in its cocoa, lemon-herb and grappa-toned aromatics."
0,92,Bluekoff Company,Thai Single-Origin Natural-Processed Espresso,"Bangkok, Thailand","Chiang Rai Province, northern Thailand",Medium-Light,51/75,$6.00/250 grams,"Evaluated as espresso. Fruit- and chocolate-toned. Dark chocolate, ripe plum, lily-like flowers, molasses, a hint of fresh earth in aroma and small cup. Creamy-textured, mildly tannic mouthfeel; crisp, savory-leaning finish. In three parts milk, chocolate notes take center stage, supported by stone fruit and deep florals.","A dry- or “natural”-processed Thai coffee, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or “washed” coffees. Bluekoff is a Thai company involved in all aspects of coffee, from milling and roasting to coffee wholesale and retail and related equipment and training services.Visit www.bluekoff.com or call +66-81-751-1217 for more information."," An accessible natural-processed espresso from Thailand, fruit-toned with a chocolate foundation."
0,94,Kakalove Cafe,Ethiopia Banko Gotiti Natural,"Chia-Yi, Taiwan","Yirgacheffe growing region, south-central Ethiopia",Light,60/88,NT $650/16 ounces,"Deeply and richly sweet; spice-toned. Lavender, mulberry, bay leaf, lemon zest, allspice in aroma and cup. Sweet-toned structure with vibrant acidity; buoyant, silky mouthfeel. The long, resonant finish is laden with spice-toned floral notes and bright berry suggestions.","Southern Ethiopia coffees like this one are produced from distinctive traditional Ethiopian varieties of Arabica long grown in the region. Like virtually all southern Ethiopia coffees, this coffee is produced by villagers on small garden plots interplanted with food and other subsistence crops. This is a dry-processed or “natural” coffee, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or “washed” coffees. Kakalove Café is a nano-roaster located in the small city of Chia-Yi in Taiwan that strives to procure and roast the finest quality coffee. Visit"," A perfumy, floral- and spice-toned natural-processed Ethiopia cup with an especially juicy acidity."
0,93,Red Rooster Coffee Roaster,Peru Finca Ecológica Agua Colorada,"Floyd, Virginia","Cajamarca, Peru",Light,58/84,$16.49/12 ounces,"Richly sweet, floral-toned. Wisteria, roasted cacao nib, almond, caramel, hint of musk in aroma and cup. Balanced, sweetly tart structure with juicy acidity; crisply velvety mouthfeel. The finish consolidates to a pretty cocoa-toned musk in the short, with almond and caramel resurfacing in the long.",This exceptional coffee was selected as the No. 30 coffee on ," A solid Peru cup: rich, deeply sweet, with the intrigue of a perfumy musk-like note throughout."
0,92,Bird Rock Coffee Roasters,Love Letters,"San Diego, California",El Salvador; Indonesia,Medium-Light,51/81,$23.00/12 ounces,"Integrated, floral- and sweetly earth-toned. Lavender, perique pipe tobacco, tangerine zest, apricot, roasted cacao nib in aroma and cup. Sweet-savory in structure; syrupy-smooth body. The short finish is resonant with spicy floral and stone fruit notes and the long is earthy sweet, redolent of fine pipe tobacco.",A blend of coffees from El Salvador and Indonesia. This coffee tied for the third-highest rating in a cupping of blends for , A harmonious melding of sweet floral and fruit notes from the El Salvador component of the blend and a more tobacco-toned sweetness from the Indonesia contribution.
0,92,Revel Coffee,Throwback Blend,"Billings, Montana",Colombia; Kenya,Medium-Light,56/78,$13.75/12 ounces,"Intricate, layered, deeply sweet. Blackberry, nougat, roasted cacao nib, frankincense, tangerine zest in aroma and cup. Crisply sweet-tart structure; full, satiny mouthfeel. Notes of blackberry enveloped in cocoa frame the quiet short finish, rounding to incense-like aromatic wood and nougat in the long.",A blend of two coffees: a Colombia Cauca and Kenya Karamundi. This coffee tied for the third-highest rating in a cupping of blends for ," A blend in which you can taste the influence of both the Colombia and the Kenya elements, the former chocolate-toned, the latter, sweetly tart. Combined, they generate a resonant, layered intricacy."
0,92,Roast House,Costa Coast Blend,"Spokane, Washington",Costa Rica; Ethiopia,Medium-Light,52/78,$21.00/16 ounces,"Floral-toned, crisp, deeply sweet. Dried strawberry, freesia, toffee, hazelnut butter, fresh-cut cedar in aroma and cup. Sweet-toned structure; syrupy, almost creamy body. Notes of freesia-like flowers and hazelnut butter dominate in the short finish, while sweetly wood-framed toffee tones carry the long.",Certified USDA organic. A blend of two coffees from Costa Rica and Ethiopia. This coffee tied for the third-highest rating in a cupping of blends for ," An inviting blend of two organic coffees, a Costa Rica and a natural-processed Ethiopia, which together create a spicy-floral-toned and fruit-driven cup."
0,94,Water Avenue Coffee,Canoe Blend,"Portland, Oregon",Central America; South America; Indonesia,Medium-Light,56/82,$14.00/12 ounces,"Deeply and richly sweet, complex, layered. Apricot, dark chocolate, nut-toned toffee, sandalwood, fresh humus (forest floor).Sweet-savory structure with lively, juicy acidity; velvety-smooth mouthfeel. The flavor-saturated finish is resonant with notes of stone fruit and sandalwood in the short and earth-toned toffee in the long.","A blend of three coffees: a Central America, a South America and an Indonesia. This coffee earned the top rating in a cupping of blends for "," A deep, energetic coffee that juxtaposes bright sweetness and rich earthiness with a dark chocolate throughline."
0,93,Corvus Coffee Roasters,Dead Reckoning,"Denver, Colorado",Guatemala; El Salvador; Ethiopia,Medium-Light,52/78,$17.00/12 ounces,"High-toned, brightly sweet. Honeysuckle, spearmint, pomegranate, cedar, baker’s chocolate in aroma and cup. Sweetly tart structure with buoyant acidity; delicate, silky mouthfeel. Sweet notes of honeysuckle characterize the short finish, while chocolate-toned tart fruit, with a hint of spearmint, carries the long.",A blend of four coffees: a wet-processed Guatemala; a wet-processed El Salvador; and both a wet-processed- and natural-processed Ethiopia. This coffee tied for the second-highest rating in a cupping of blends for ," A floral-toned blend with particularly engaging acidity, sweetly tart and lively structure, and an intriguing suggestion of fresh spearmint."
0,93,Per'la Specialty Roasters,Miami Winter,"Miami, Florida",Kenya; Ethiopia,Medium-Light,53/77,$22.00/12 ounces,"Lush, deeply and richly sweet. Ginger blossom, pineapple, myrrh, maple syrup, orange marmalade in aroma and cup. Richly sweet-tart in structure with vibrant acidity; satiny mouthfeel. The long finish morphs from notes of tropical flowers in the long to tropical fruits nuanced by resonant aromatic wood in the long.",A blend of coffees from Kenya and Ethiopia. This coffee tied for the second-highest rating in a cupping of blends for ," A deeply attractive blend that evokes the tropics, with notes of ginger blossom and pineapple leading the aromatic charge."
0,93,Kakalove Cafe,Wilderness Blend,"Chia-Yi, Taiwan",Ethiopia; Kenya; El Salvador,Light,60/86,NT $500/16 ounces,"High-toned, richly sweet. Nectarine, apple blossom, redwood, dark chocolate, grapefruit zest in aroma and cup. Sweetly tart structure with bright, lively acidity; crisp, velvety-smooth mouthfeel. The finish is saturated with notes of stone fruit and apple blossom in the short, with dark chocolate and a hint of grapefruit zest resurfacing in the long.","A blend comprised of four coffees: two Ethiopias, one washed- and one natural-processed; a Kenya; and a honey-processed El Salvador. This coffee tied for the second-highest rating in a cupping of blends for "," An elegant citrusy and chocolate-toned cup, pleasingly complicated by notes of stone fruit and rich aromatic wood."
0,93,Temple Coffee and Tea,Naturals With Attitude,"Sacramento, California",Panama; Ethiopia,Medium-Light,60/80,$32.00/8 ounces,"Fruit-driven, intensely sweet. Bergamot, mango, sandalwood, baker’s chocolate, citrus blossom in aroma and cup. Richly sweet structure with rounded acidity; plush, syrupy mouthfeel. The finish sustains the fruit-forward momentum of the cup, backed by incense-like notes of sandalwood and a crisp baker’s chocolate.",A blend of four coffees: Panama Finca Deborah Caturra Natural; Panama Finca Hartmann Natural Geisha; Panama Finca Lerida Natural Geisha; and Ethiopia Sidamo Mulish Natural. This coffee tied for the second-highest rating in a cupping of blends for ," All fruit, all the time. But not a hint of ferment, despite the blend’s four dried-in-the-fruit, natural-processed components."
0,94,Durango Coffee Company,Guatemala Retiro Natural Process,"Durango, Colorado","San Martin Jilotepeque, Chimaltenango Department, central Guatemala",Medium-Light,57/70,$15.75/12 ounces,"Delicate but deeply and quietly intense. Cocoa, peach, fresh-cut fir, brown sugar, a hint of lush, lily-like flowers in aroma and cup. Balanced, crisply sweet in structure; light-footed and lively in mouthfeel. Cocoa dominates in a resonant, flavor-saturated finish. ","Produced by Juan Luis Barrios Ortega mainly from trees of the heirloom Bourbon and Typica varieties. Processed by the dry or “natural” method, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or ""washed"" coffees. Located in southwestern Colorado, Durango Coffee lays claim to a rich coffee history that dates to 1986. Its motto is “Tough Town, Great Coffee.” Visit"," A dry-processed coffee in the crisp, elegant style, lightly cocoa-toned, subtly complex, long-finishing."
0,93,JBC Coffee Roasters,Gaitania Colombia,"Madison, Wisconsin","Gaitania, Tolima Department, west-central Colombia",Medium-Light,58/76,$15.75/12 ounces,"Big, round, deeply resonant, layered. Fresh-cut cedar, baker’s chocolate, autumn squash, a hint of thyme in aroma and cup. Sweet-savory, low-toned in structure; full, syrupy in mouthfeel. In the finish most flavor details fade, but a powerful, chocolate-complicated sweetness rings on.","Organic and fair trade certified. Produced by members of the the ASCI’SP cooperative from mixed varieties of Arabica, and processed by the conventional wet or “washed” method, in which skin and fruit flesh are removed from the beans or seeds before they are dried. JBC Coffee Roasters’ vision is simple: “let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit"," Big-bodied, roundly powerful coffee expression, equally nuanced with cedar, dry chocolate and herb hints. Fair trade and organic."
0,93,Durango Coffee Company,Rwanda Remera Kabeza,"Durango, Colorado","Gikongoro Prefecture, south-central Rwanda",Medium,50/67,$16.95/12 ounces,"Roundly and sweetly citrusy. Ripe tangerine, caramel, freesia-like flowers, cedar, a hint perhaps of fresh parsley-like herb in aroma and cup. Sweetly and gently tart, pure and juicy in structure. Very smooth, fullish, satiny mouthfeel. Flavor consolidates in a layered, resonant finish. ","Produced from locally naturalized cultivars of the heirloom Bourbon variety of Arabica and processed at the now famous Bufcafe mills. Epiphanie Mukashyaka established the first Bufcafe washing station or wet mill following the Rwandan genocide and the loss of most of her family. She and her son now operate two wet mills and a dry mill in the area. Processed by the conventional wet or “washed” method, in which skin and fruit flesh are removed from the beans or seeds before they are dried. A wet-processed or “washed” coffee, meaning the fruit skin and pulp were removed from the beans immediately after harvesting and before drying using a particularly complex dry-ferment, wash and soak procedure popular in Rwanda. Located in southwestern Colorado, Durango Coffee lays claim to a rich coffee history that dates to 1986. Its motto is “Tough Town, Great Coffee.” Visit"," An unusually pure Rwanda, impressive particularly in its fresh, juicy structure and bright composure."
0,90,Mystic Monk Coffee,Ethiopia Yirgacheffe,"Clark, Wyoming","Yirgacheffe growing region, southern Ethiopia",Medium,45/75,$13.99/12 ounces,"Richly sweet, chocolate-toned. Molasses, baker’s chocolate, lily, cedar, black peppercorn in aroma and cup. Bittersweet structure with round, gentle acidity; velvety-smooth mouthfeel. The finish is thoroughly chocolate-toned, leading with baker’s chocolate in the short complicated by deep florals and aromatic wood, rounding to cocoa powder and molasses in the long.","Coffees from the Yirgacheffe region are produced from distinctive traditional Ethiopian varieties of Arabica long grown in the region. Like virtually all southern Ethiopia coffees, this coffee is produced by villagers on small garden plots interplanted with food and other subsistence crops. Processed by the wet or washed method (fruit skin and pulp are removed before drying). Mystic Monk Coffee is a small-batch roaster associated with a Carmelite monastery located in the Rocky Mountains of northern Wyoming. The monks emphasize an artisan approach to roasting and a commitment to quality. Visit"," A resonant, chocolate-toned Yirgacheffe cup, deeply sweet with floral and aromatic wood undertones."
0,90,Coava Coffee Roasters,Honduras David Mancia,"Portland, Oregon","Santa Barbara Department, Honduras",Light,58/84,$15.00/250 grams,"High-toned, crisply sweet. Roasted cacao nib, apricot, freesia, oak, toffee in aroma and cup. Sweet-toned in structure with brisk, juicy acidty; silky mouthfeel. The finish centers around cocoa-toned stone fruit with hints of spicy floral notes.","Produced from trees of the Pacas and Catimor varieties of Arabica on the two-hectare farm of David Mancia in the Honduran village of El Cielito at an elevation of over 5,000 feet. Processed by the wet or washed method (fruit skin and pulp are removed before drying). Coava is a Portland-based coffee roaster, now with a San Diego location as well, that aims to provide quality coffee and education regarding the preparation of good coffee. "," A pleasing stone fruit and cocoa-driven Honduras cup, bright and lively."
0,94,Black Coffee in Black Jar,Kenya Gatugi AB,"Taichung, Taiwan",Kenya Gatugi AB,Medium-Light,53/85,$35.00/100 grams,"Deep-toned, richly sweet-savory. Bergamot, butterscotch, red currant, dried hibiscus, almond wood in aroma and cup. Intricate, complex, balanced structure; delicate, silky mouthfeel. The finish, rich, long and deeply sweet, consolidates to bergamot and butterscotch.","Despite grower discontent and urban encroachment on prime coffee lands, Kenya continues to produce some of the world’s most elegant and distinctive coffees. Black Coffee in Black Jar, a Taiwan-based nano-roaster and café, is named for both the Taiwanese colloquialism “black soy sauce in black jar,” indicating something is difficult to see through, and the literal black jar this company stores coffee in to protect it from UV light. For more information, visit"," Elegant and complex: an expressive Kenya coffee with sweet-savory depth and engaging top notes of bergamot, butterscotch and red currant."
0,93,JBC Coffee Roasters,Bufcafe Rwanda Espresso,"Madison, Wisconsin","Nyamagabe district, Southern Province, Rwanda",Medium-Light,54/78,$17.25/12 ounces,"Evaluated as espresso. Delicate, crisply sweet-savory. Tamarind, baker’s chocolate, rhododendron, mulberry, oak in aroma and small cup. Confident, satiny-smooth mouthfeel; richly drying finish redolent of chocolate-toned aromatic oak. In three parts milk, chocolate and sweet floral notes merge and bloom, and a pretty hint of tangerine zest also surfaces. 
","Produced from trees of the heirloom Bourbon variety of Arabica. Epiphanie Mukashyaka established the now famous Bufcafe washing station or wet mill following the Rwandan genocide and the loss of most of her family. She and her son now operate two wet mills and a dry mill in the area. Processed by the conventional wet or “washed” method, in which skin and fruit flesh are removed from the beans or seeds before they are dried. JBC Coffee Roasters’ vision is simple: “let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information."," An unapologetically savory-sweet coffee, especially attractive in milk, where both basic taste tendencies are enhanced by notes of tamarind and citrus zest."
0,93,JBC Coffee Roasters,Bufcafe Rwanda,"Madison, Wisconsin","Nyamagabe District, Southern Province, Rwanda",Light,60/84,$17.25/12 ounces,"Deeply sweet, richly savory. Dried apricot, roasted cacao nib, freesia, almond, tamarind in aroma and cup. Balanced, sweet-savory structure; syrupy-smooth mouthfeel. The finish leads with notes of dried stone fruit and spicy florals in the short, rounding to almond and cocoa in the long, with a hint of tamarind-like sweet-tartness.","Produced from trees of local strains of the heirloom Bourbon variety of Arabica. Epiphanie Mukashyaka established the now famous Bufcafe washing station or wet mill following the Rwandan genocide and the loss of most of her family. She and her son now operate two wet mills and a dry mill in the area. Processed by the conventional wet or “washed” method, in which skin and fruit flesh are removed from the beans or seeds before they are dried. JBC Coffee Roasters’ vision is simple: “let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information."," A superior Rwanda cup, classically sweet-savory with an appealing high-toned crispness."
0,95,JBC Coffee Roasters,Gedeb Ethiopia,"Madison, Wisconsin","Gedeb District, Gedeo Zone, southern Ethiopia",Medium-Light,58/82,$18.75/12 ounces,"Deeply sweet, intensely pungent. Dark chocolate, tangerine zest, star jasmine, maple syrup, frankincense in aroma and cup. Deeply sweet-toned in structure with lively, bright acidity; satiny mouthfeel. The finish is as elegant as the cup implies: flavor-saturated, floral-, chocolate- and fruit-toned in both short and long.
","Southern Ethiopia coffees like this one are produced from traditional Ethiopian varieties of Arabica long grown in the region. This is a wet-processed or “washed” coffee, meaning the fruit skin and pulp were removed from the beans immediately after harvesting and before drying. Like virtually all southern Ethiopia coffees, this coffee is produced by villagers on small, garden plots interplanted with food and other subsistence crops. JBC Coffee Roasters’ vision is simple: “let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit"," A big, juicy wet-processed Ethiopia cup laden with rich floral and fruit tones throughout, all enveloped in dark chocolate."
0,93,"Good Chance Biotechnology, Ltd.",Civet Yirgacheffe Sisota,"Taichung City, Taiwan","Sidamo growing region, south-central Ethiopia",Medium-Light,54/78,$206.00/8 ounces,"Richly savory, sweetly herb-toned. Baker’s chocolate, fennel, black cherry, cedar, wisteria-like flowers in aroma and cup. Round, deeply sweet in structure; syrupy mouthfeel. The cocoa-toned finish leads with black cherry in the short, which settles into a cedar-toned flowers in the long. ","The cup profile of this coffee owes its originality to a complex, overlapping set of influences. First, tree variety: It was produced from heirloom varieties grown only in southern Ethiopia. Second, processing method: It was processed using a variation of the honey method, in which only the skins are removed from the coffee fruit and the beans are dried still enveloped in all or part of the fruit pulp. Finally, the beans were exposed to cultured strains of bacteria extracted from the excrement of the civet cat, making this a laboratory version of the famous kopi luwak, the coffee passed through the intestines of a civet cat or luwak. Good Chance Biotechnology., Ltd. is a Taiwan-based specialty coffee company. For more information, visit http://www.magiccat.pro/ or email ", An impressively rich sweet-savory cup with a throughline of fennel-like herb notes. Interesting both for its unusual cup and its unusual processing variation.
0,93,"Good Chance Biotechnology, Ltd.",Civet Ethiopia Papilio Sidamo,"Taichung City, Taiwan","Sidamo growing region, south-central Ethiopia",Medium-Light,54/78,$206.00/8 ounces,"Delicately sweet-tart, fruit-toned. Strawberry, aged rum, cocoa powder, pink peppercorn, celery seed in aroma and cup. Sweetly fermenty in structure; satiny-smooth in mouthfeel. A hint of aged rum carries the finish, accompanied by berry notes in the short and spice-toned savory notes in the long.","The cup profile of this coffee owes its originality to a complex, overlapping set of influences. First, tree variety: It was produced from heirloom varieties grown only in southern Ethiopia. Second, processing method: It is a “natural” or dry-processed coffee, meaning the beans were dried inside the fruit, encouraging a flavor profile that is sweeter and deeper-toned than profiles associated with the more typical wet or “washed” process the which the soft fruit residue is removed before drying. Finally, the beans were exposed to cultured strains of bacteria extracted from the excrement of the civet cat, making this a laboratory version of the famous kopi luwak, the coffee passed through the intestines of a civet cat or luwak. Good Chance Biotechnology., Ltd. is a Taiwan-based specialty coffee company. For more information, visit http://www.magiccat.pro/ or email "," A Sidamo coffee processed by the dry or natural method and treated with a cultured essence of kopi luwak that together net richly ripe fruit notes, cocoa tones, and a pleasing hint of sweet ferment."
0,90,Ka'u Specialty Coffee,Estate Carbonic Maceration,"Pahala, Hawaii","Ka'u growing region, Big Island of Hawaii",Medium-Light,58/71,$29.48/8 ounces,"Gently bittersweet, deeply floral-toned. Baker’s chocolate, aromatic orchid, hazelnut, oak in aroma and cup. Low-toned, crisply bittersweet in structure. Mouthfeel is light though silky. The finish consolidates to a rich, oaky chocolate.   ","Ka’u is an emerging Hawaii coffee-growing district centered approximately 30 miles southeast of the famous Kona region. This Ka’u is produced by the Palehua Ohana Cooperative of small-holding Ka’u farmers, an organization dedicated to impeccable socio-economic and environmental practices. Carbonic maceration is an innovative variation on the wet or “washed” method, in which the whole coffee fruit is fermented in a carbon-dioxide rich environment before the fruit residue is removed and the beans are dried. The goal is to improve the clarity and sweetness of fruit notes. The method is being pioneered by Sasa Sestic, an Australian barista champion. Visit www.kauspecialtycoffee.com for more information."," Delicately bittersweet and cocoa-toned, with flowers hinting at lushness."
0,95,Black Coffee in Black Jar,Ethiopia Dry-Processed Guji Mt. Kayon,"Taichung, Taiwan","Guji Zone, Oromia Region, south-central Ethiopia",Medium-Light,56/75,$35.00/100 grams,"Complex, fruit-forward. Ripe strawberry, dark chocolate, frankincense, pink peppercorn, aged rum in aroma and cup. Bittersweet structure animated by a bright, juicy acidity; delicately lively, smooth mouthfeel. The resonant finish is flavor-saturated, leading with berry notes with a hint of sweet ferment in the short, rounding to spice-toned chocolate in the long.","Southern Ethiopia coffees like this one are produced from distinctive traditional Ethiopian varieties of Arabica long grown in the region. Like virtually all southern Ethiopia coffees, this coffee is produced by villagers on small garden plots interplanted with food and other subsistence crops. This is a dry-processed or “natural” coffee, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or “washed” coffees. Black Coffee in Black Jar, a Taiwan-based nano-roaster and café, is named for both the Taiwanese slang phrase “black soy sauce in black jar,” indicating something is difficult to see through, and the literal black jar this company stores coffee in to protect it from UV light. For more information, visit https://m.facebook.com/BlackCoffeeInBlackJar/."," A regal and expressive natural-processed Ethiopia coffee with an inviting hint of clean, sweet ferment suggesting aged rum."
0,94,Red Rooster Coffee Roaster,Ethiopia Banko Gotiti,"Floyd, Virginia","Kochere, Yirgacheffe growing region, south-central Ethiopia",Light,65/93,$16.99/12 ounces,"Resonantly fruit-forward, elegant, complex. Honey, dried raspberry, chocolate truffle, aged rum, a hint of marjoram in aroma and cup. Juicy, rich structure with bright, vibrant acidity; full, satiny mouthfeel. A suggestion of sweet marjoram complicates the rich, flavor-saturated finish, which leads with honey and raspberry notes in the short, rounding to chocolate and aged rum in the long.","Southern Ethiopia coffees like this one are produced from distinctive traditional Ethiopian varieties of Arabica long grown in the region. Like virtually all southern Ethiopia coffees, this coffee is produced by villagers on small garden plots interplanted with food and other subsistence crops. This is a dry-processed or “natural” coffee, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or “washed” coffees. This coffee is certified organically grown and Fair Trade Certified, meaning it was purchased from small-holding farmers at a “fair” or economically sustainable price. Established in 2010, Red Rooster is an organic-certified micro-roaster focusing on socially conscious coffee and high-quality coffee. "," A juicy-sweet Ethiopia natural cup: lively and fruit-toned, with a hint of elegant, rum-like sweet ferment."
0,92,Manzanita Roasting Company,Colombia David Gomez 100% Caturra,"San Diego, California","Huila Department, southern Colombia",Light,63/85,$17.00/12 ounces,"Crisply sweet, spice-toned. Dried papaya, caramel, tangerine zest, pink-peppercorn, vanilla in aroma and cup. High-toned, sweetly tart in structure with juicy, bright acidity; lean, though satiny-smooth mouthfeel. The resonant, richly drying finish is laden with sweet notes of caramel and papaya in the short, turning more savory-leaning in the long, with hints of pink peppercorn wrapped in vanilla. ","Produced by David Gomez of of El Balso Farm entirely from trees of the Caturra variety of Arabica. Like almost all Colombia coffees, this coffee is wet-processed or “washed,” meaning the fruit skin and pulp were removed from the beans immediately after harvesting and before drying. Huila is one of Colombia’s most respected coffee-growing regions. Husband and wife team Samantha and Weston Nawrocki founded Manzanita Roasting on their family’s 127-year-old winery in San Diego. Committed to quality direct-trade sourcing and skillful roasting, they are happy to be a part of what they call San Diego’s new “coffee frontier.” Visit www.manzanitaroasting.com for more information.

 "," Engaging Colombia cup with impressively juicy, bright acidity and zesty, spice-toned aromatics."
0,93,Black Coffee in Black Jar,Guatemala Acatenango Gesha Lot #209,"Taichung, Taiwan","Acatenango growing region, central Guatemala",Light,60/86,$35.00/100 grams,"Crisp, elegantly sweet-savory. Baker’s chocolate, lemon blossom, fine musk, dried peach, almond in aroma and cup. Balanced, sweetly tart in structure; delicate, satiny mouthfeel. The richly drying finish consolidates to chocolate-toned stone fruit, with a hint of fine musk.","With its generally elongated beans and distinctive floral and crisp, often chocolaty cup, the Gesha variety continues to distinguish itself as one of the world’s most unique coffees. Acatenango is the name of a coffee-growing municipality as well as a famous volcano overlooking the Antigua Valley of Guatemala. This coffee was processed by the wet or washed method (fruit skin and pulp are removed before drying). Black Coffee in Black Jar, a Taiwan-based nano-roaster and café, is named for both the Taiwanese colloquialism “black soy sauce in black jar,” indicating something is difficult to see through, and the literal black jar this company stores coffee in to protect it from UV light. For more information, visit https://m.facebook.com/BlackCoffeeInBlackJar/."," A deep, graceful Guatemala Gesha cup, with notes of dried stone fruit grounded by rich chocolate tones."
